ordernumber,quantityordered,priceeach,orderlinenumber,orderdate,sales,status,productline,msrp,productcode,customername,phone,address,city,state,postalcode,country,territory,contactname,dealsize
10417,21,100,1,13-May-05,3447.78,Disputed,Motorcycles,150,S12_2823,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Not Applicable,28034,Spain,EMEA,Diego Freyre,Medium
10104,34,100,1,31-Jan-03,5958.5,Shipped,Classic Cars,151,S12_3148,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Not Applicable,28034,Spain,EMEA,Diego Freyre,Medium
10117,43,100,10,16-Apr-03,5911.64,Shipped,Classic Cars,151,S12_3148,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Not Applicable,79903,Singapore,Japan,Eric Natividad,Medium
10127,46,100,3,3-Jun-03,7366.44,Shipped,Classic Cars,151,S12_3148,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,NY,10022,USA,NA,Jeff Young,Large
10142,33,100,13,8-Aug-03,4985.64,Shipped,Classic Cars,151,S12_3148,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,NA,Valarie Nelson,Medium
10153,42,100,12,28-Sep-03,5393.64,Shipped,Classic Cars,151,S12_3148,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Not Applicable,28034,Spain,EMEA,Diego Freyre,Medium
10165,34,100,4,22-Oct-03,4880.02,Shipped,Classic Cars,151,S12_3148,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Not Applicable,79903,Singapore,Japan,Eric Natividad,Medium
10176,47,100,3,6-Nov-03,8378.69,Shipped,Classic Cars,151,S12_3148,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Reggio Emilia,Not Applicable,42100,Italy,EMEA,Maurizio Moroni,Large
10185,33,100,14,14-Nov-03,4038.21,Shipped,Classic Cars,151,S12_3148,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,New Bedford,MA,50553,USA,NA,Wing C Tam,Medium
10196,24,100,6,26-Nov-03,3807.12,Shipped,Classic Cars,151,S12_3148,Super Scale Inc.,2035559545,567 North Pendale Street,New Haven,CT,97823,USA,NA,Leslie Murphy,Medium
10208,26,100,14,2-Jan-04,3142.36,Shipped,Classic Cars,151,S12_3148,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Lyon,Not Applicable,69004,France,EMEA,Mary Saveley,Medium
10220,30,100,3,12-Feb-04,4713.6,Shipped,Classic Cars,151,S12_3148,"Clover Collections, Co.",+353 1862 1555,25 Maiden Lane,Dublin,Not Applicable,2,Ireland,EMEA,Dean Cassidy,Medium
10230,43,100,1,15-Mar-04,7016.31,Shipped,Classic Cars,151,S12_3148,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,Frankfurt,Not Applicable,60528,Germany,EMEA,Roland Keitel,Large
10247,25,100,3,5-May-04,4381.25,Shipped,Classic Cars,151,S12_3148,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",Espoo,Not Applicable,FIN-02271,Finland,EMEA,Kalle Suominen,Medium
10272,27,100,3,20-Jul-04,4283.01,Shipped,Classic Cars,151,S12_3148,Diecast Classics Inc.,2155551555,7586 Pompton St.,Allentown,PA,70267,USA,NA,Kyung Yu,Medium
10282,27,100,6,20-Aug-04,4364.82,Shipped,Classic Cars,151,S12_3148,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,NA,Valarie Nelson,Medium
10293,24,100,9,9-Sep-04,4242.24,Shipped,Classic Cars,151,S12_3148,Amica Models & Co.,011-4988555,Via Monte Bianco 34,Torino,Not Applicable,10100,Italy,EMEA,Paolo Accorti,Medium
10306,34,100,14,14-Oct-04,4982.7,Shipped,Classic Cars,151,S12_3148,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,Not Applicable,EC2 5NT,UK,EMEA,Victoria Ashworth,Medium
10314,46,100,6,22-Oct-04,6393.54,Shipped,Classic Cars,151,S12_3148,Heintze Collectables,86 21 3555,Smagsloget 45,Aaarhus,Not Applicable,8200,Denmark,EMEA,Palle Ibsen,Medium
10324,27,54.33,1,5-Nov-04,1466.91,Shipped,Classic Cars,151,S12_3148,Vitachrome Inc.,2125551500,2678 Kingston Rd.,NYC,NY,10022,USA,NA,Michael Frick,Small
10336,33,100,11,20-Nov-04,4059.33,Shipped,Classic Cars,151,S12_3148,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",Paris,Not Applicable,75012,France,EMEA,Marie Bertrand,Medium
10348,47,100,4,1-Nov-04,4801.52,Shipped,Classic Cars,151,S12_3148,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",Madrid,Not Applicable,28023,Spain,EMEA,Mart¡n Sommer,Medium
10358,49,55.34,5,10-Dec-04,2711.66,Shipped,Classic Cars,151,S12_3148,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Not Applicable,28034,Spain,EMEA,Diego Freyre,Small
10372,40,100,4,26-Jan-05,5862,Shipped,Classic Cars,151,S12_3148,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,Minato-ku,Tokyo,106-0032,Japan,Japan,Akiko Shimamura,Medium
10382,37,100,11,17-Feb-05,4071.85,Shipped,Classic Cars,151,S12_3148,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,NA,Valarie Nelson,Medium
10413,47,100,3,5-May-05,8236.75,Shipped,Classic Cars,151,S12_3148,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Bridgewater,CT,97562,USA,NA,Julie King,Large
10108,45,100,4,3-Mar-03,6130.35,Shipped,Classic Cars,117,S12_3380,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,Makati City,Not Applicable,1227 MM,Philippines,Japan,Arnold Cruz,Medium
10122,37,99.82,8,8-May-03,3693.34,Shipped,Classic Cars,117,S12_3380,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",Marseille,Not Applicable,13008,France,EMEA,Laurence Lebihan,Medium
10135,48,100,5,2-Jul-03,6031.68,Shipped,Classic Cars,117,S12_3380,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,NA,Valarie Nelson,Medium
10147,31,100,5,5-Sep-03,3494.94,Shipped,Classic Cars,117,S12_3380,Collectables For Less Inc.,6175558555,7825 Douglas Av.,Brickhaven,MA,58339,USA,NA,Allen Nelson,Medium
10160,46,100,6,11-Oct-03,5294.14,Shipped,Classic Cars,117,S12_3380,"Men 'R' US Retailers, Ltd.",2155554369,6047 Douglas Av.,Los Angeles,CA,N/A,USA,NA,Michael Chandler,Medium
10170,47,100,4,4-Nov-03,5464.69,Shipped,Classic Cars,117,S12_3380,Mini Auto Werke,7675-3555,Kirchgasse 6,Graz,Not Applicable,8010,Austria,EMEA,Roland Mendel,Medium
10181,28,100,12,12-Nov-03,2860.76,Shipped,Classic Cars,117,S12_3380,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",Bergen,Not Applicable,N 5804,Norway,EMEA,Veysel Oeztan,Small
10191,40,100,1,20-Nov-03,5590,Shipped,Classic Cars,117,S12_3380,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,Koln,Not Applicable,50739,Germany,EMEA,Henriette Pfalzheim,Medium
10203,20,100,6,2-Dec-03,2254.8,Shipped,Classic Cars,117,S12_3380,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Not Applicable,28034,Spain,EMEA,Diego Freyre,Small
10212,39,100,16,16-Jan-04,4946.76,Shipped,Classic Cars,117,S12_3380,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Not Applicable,28034,Spain,EMEA,Diego Freyre,Medium
10225,25,99.82,7,22-Feb-04,2495.5,Shipped,Classic Cars,117,S12_3380,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,Gensve,Not Applicable,1203,Switzerland,EMEA,Michael Holz,Small
10238,29,100,1,9-Apr-04,3167.38,Shipped,Classic Cars,117,S12_3380,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,Kobenhavn,Not Applicable,1734,Denmark,EMEA,Jytte Petersen,Medium
10253,22,100,11,1-Jun-04,2402.84,Cancelled,Classic Cars,117,S12_3380,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,Not Applicable,WX1 6LT,UK,EMEA,Elizabeth Devon,Small
10266,22,100,12,6-Jul-04,2454.54,Shipped,Classic Cars,117,S12_3380,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Reggio Emilia,Not Applicable,42100,Italy,EMEA,Maurizio Moroni,Small
10276,47,100,1,2-Aug-04,5464.69,Shipped,Classic Cars,117,S12_3380,Online Mini Collectables,6175557555,7635 Spinnaker Dr.,Brickhaven,MA,58339,USA,NA,Miguel Barajas,Medium
10287,45,100,10,30-Aug-04,4756.5,Shipped,Classic Cars,117,S12_3380,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,Gensve,Not Applicable,1203,Switzerland,EMEA,Michael Holz,Medium
10300,29,100,3,4-Oct-03,3984.6,Shipped,Classic Cars,117,S12_3380,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,Frankfurt,Not Applicable,60528,Germany,EMEA,Roland Keitel,Medium
10310,24,100,8,16-Oct-04,3100.32,Shipped,Classic Cars,117,S12_3380,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,Koln,Not Applicable,50739,Germany,EMEA,Henriette Pfalzheim,Medium
10320,35,100,1,3-Nov-04,4850.3,Shipped,Classic Cars,117,S12_3380,"Volvo Model Replicas, Co",0921-12 3555,Berguvsv„gen  8,Lule,Not Applicable,S-958 22,Sweden,EMEA,Christina Berglund,Medium
10329,46,83.63,13,15-Nov-04,3846.98,Shipped,Classic Cars,117,S12_3380,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,NY,10022,USA,NA,Kwai Yu,Medium
10341,44,95.93,1,24-Nov-04,4220.92,Shipped,Classic Cars,117,S12_3380,Salzburg Collectables,6562-9555,Geislweg 14,Salzburg,Not Applicable,5020,Austria,EMEA,Georg Pipps,Medium
10363,34,96.73,4,6-Jan-05,3288.82,Shipped,Classic Cars,117,S12_3380,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",Espoo,Not Applicable,FIN-02271,Finland,EMEA,Kalle Suominen,Medium
10376,35,100,1,8-Feb-05,3987.2,Shipped,Classic Cars,117,S12_3380,Boards & Toys Co.,3105552373,4097 Douglas Av.,Glendale,CA,92561,USA,NA,Leslie Young,Medium
10389,25,72.38,6,3-Mar-05,1809.5,Shipped,Classic Cars,117,S12_3380,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,Boras,Not Applicable,S-844 67,Sweden,EMEA,Maria Larsson,Small
10419,10,100,11,17-May-05,1092.2,Shipped,Classic Cars,117,S12_3380,Salzburg Collectables,6562-9555,Geislweg 14,Salzburg,Not Applicable,5020,Austria,EMEA,Georg Pipps,Small
10105,29,100,14,11-Feb-03,4566.05,Shipped,Classic Cars,173,S12_3891,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,Kobenhavn,Not Applicable,1734,Denmark,EMEA,Jytte Petersen,Medium
10117,39,100,8,16-Apr-03,5938.14,Shipped,Classic Cars,173,S12_3891,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Not Applicable,79903,Singapore,Japan,Eric Natividad,Medium
10127,42,100,1,3-Jun-03,8138.76,Shipped,Classic Cars,173,S12_3891,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,NY,10022,USA,NA,Jeff Young,Large
10142,46,100,11,8-Aug-03,9470.94,Shipped,Classic Cars,173,S12_3891,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,NA,Valarie Nelson,Large
10153,49,100,10,28-Sep-03,7036.89,Shipped,Classic Cars,173,S12_3891,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Not Applicable,28034,Spain,EMEA,Diego Freyre,Large
10165,27,100,2,22-Oct-03,5559.03,Shipped,Classic Cars,173,S12_3891,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Not Applicable,79903,Singapore,Japan,Eric Natividad,Medium
10176,50,100,1,6-Nov-03,7872.5,Shipped,Classic Cars,173,S12_3891,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Reggio Emilia,Not Applicable,42100,Italy,EMEA,Maurizio Moroni,Large
10185,43,100,12,14-Nov-03,7886.2,Shipped,Classic Cars,173,S12_3891,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,New Bedford,MA,50553,USA,NA,Wing C Tam,Large
10196,38,100,4,26-Nov-03,7232.16,Shipped,Classic Cars,173,S12_3891,Super Scale Inc.,2035559545,567 North Pendale Street,New Haven,CT,97823,USA,NA,Leslie Murphy,Large
10208,20,100,12,2-Jan-04,3114.4,Shipped,Classic Cars,173,S12_3891,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Lyon,Not Applicable,69004,France,EMEA,Mary Saveley,Medium
10220,27,100,1,12-Feb-04,5045.22,Shipped,Classic Cars,173,S12_3891,"Clover Collections, Co.",+353 1862 1555,25 Maiden Lane,Dublin,Not Applicable,2,Ireland,EMEA,Dean Cassidy,Medium
10231,49,100,1,19-Mar-04,6952.12,Shipped,Classic Cars,173,S12_3891,CAF Imports,+34 913 728 555,"Merchants House, 27-30 Merchant's Quay",Madrid,Not Applicable,28023,Spain,EMEA,Jesus Fernandez,Medium
10247,27,100,1,5-May-04,4157.73,Shipped,Classic Cars,173,S12_3891,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",Espoo,Not Applicable,FIN-02271,Finland,EMEA,Kalle Suominen,Medium
10272,39,100,1,20-Jul-04,7962.24,Shipped,Classic Cars,173,S12_3891,Diecast Classics Inc.,2155551555,7586 Pompton St.,Allentown,PA,70267,USA,NA,Kyung Yu,Large
10282,24,100,4,20-Aug-04,3778.8,Shipped,Classic Cars,173,S12_3891,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,NA,Valarie Nelson,Medium
10293,45,100,7,9-Sep-04,8253,Shipped,Classic Cars,173,S12_3891,Amica Models & Co.,011-4988555,Via Monte Bianco 34,Torino,Not Applicable,10100,Italy,EMEA,Paolo Accorti,Large
10306,20,100,12,14-Oct-04,3633.4,Shipped,Classic Cars,173,S12_3891,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,Not Applicable,EC2 5NT,UK,EMEA,Victoria Ashworth,Medium
10314,36,100,4,22-Oct-04,6913.8,Shipped,Classic Cars,173,S12_3891,Heintze Collectables,86 21 3555,Smagsloget 45,Aaarhus,Not Applicable,8200,Denmark,EMEA,Palle Ibsen,Medium
10325,24,100,1,5-Nov-04,2583.6,Shipped,Classic Cars,173,S12_3891,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Stavern,Not Applicable,4110,Norway,EMEA,Jonas Bergulfsen,Small
10336,49,63.38,1,20-Nov-04,3105.62,Shipped,Classic Cars,173,S12_3891,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",Paris,Not Applicable,75012,France,EMEA,Marie Bertrand,Medium
10349,26,100,10,1-Dec-04,4408.56,Shipped,Classic Cars,173,S12_3891,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,NY,10022,USA,NA,Jeff Young,Medium
10359,49,62.09,5,15-Dec-04,3042.41,Shipped,Classic Cars,173,S12_3891,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Reims,Not Applicable,51100,France,EMEA,Paul Henriot,Medium
10372,34,100,1,26-Jan-05,5941.5,Shipped,Classic Cars,173,S12_3891,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,Minato-ku,Tokyo,106-0032,Japan,Japan,Akiko Shimamura,Medium
10382,34,95.35,12,17-Feb-05,3241.9,Shipped,Classic Cars,173,S12_3891,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,NA,Valarie Nelson,Medium
10396,33,100,3,23-Mar-05,6109.29,Shipped,Classic Cars,173,S12_3891,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,NA,Valarie Nelson,Medium
10413,22,100,1,5-May-05,3387.78,Shipped,Classic Cars,173,S12_3891,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Bridgewater,CT,97562,USA,NA,Julie King,Medium
10108,39,89.38,7,3-Mar-03,3485.82,Shipped,Classic Cars,79,S12_3990,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,Makati City,Not Applicable,1227 MM,Philippines,Japan,Arnold Cruz,Medium
10122,32,63.84,11,8-May-03,2042.88,Shipped,Classic Cars,79,S12_3990,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",Marseille,Not Applicable,13008,France,EMEA,Laurence Lebihan,Small
10135,24,75.01,8,2-Jul-03,1800.24,Shipped,Classic Cars,79,S12_3990,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,NA,Valarie Nelson,Small
10147,21,63.84,8,5-Sep-03,1340.64,Shipped,Classic Cars,79,S12_3990,Collectables For Less Inc.,6175558555,7825 Douglas Av.,Brickhaven,MA,58339,USA,NA,Allen Nelson,Small
10159,24,73.42,3,10-Oct-03,1762.08,Shipped,Classic Cars,79,S12_3990,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,San Francisco,CA,N/A,USA,NA,Julie Brown,Small
10169,36,63.84,3,4-Nov-03,2298.24,Shipped,Classic Cars,79,S12_3990,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,NSW,2060,Australia,APAC,Anna O'Hara,Small
10181,20,81.4,15,12-Nov-03,1628,Shipped,Classic Cars,79,S12_3990,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",Bergen,Not Applicable,N 5804,Norway,EMEA,Veysel Oeztan,Small
10191,30,64.64,4,20-Nov-03,1939.2,Shipped,Classic Cars,79,S12_3990,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,Koln,Not Applicable,50739,Germany,EMEA,Henriette Pfalzheim,Small
10203,44,82.99,9,2-Dec-03,3651.56,Shipped,Classic Cars,79,S12_3990,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Not Applicable,28034,Spain,EMEA,Diego Freyre,Medium
10211,28,92.57,3,15-Jan-04,2591.96,Shipped,Classic Cars,79,S12_3990,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",Paris,Not Applicable,75016,France,EMEA,Dominique Perrier,Small
10225,37,77.41,10,22-Feb-04,2864.17,Shipped,Classic Cars,79,S12_3990,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,Gensve,Not Applicable,1203,Switzerland,EMEA,Michael Holz,Small
10238,20,74.21,4,9-Apr-04,1484.2,Shipped,Classic Cars,79,S12_3990,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,Kobenhavn,Not Applicable,1734,Denmark,EMEA,Jytte Petersen,Small
10253,25,90.17,14,1-Jun-04,2254.25,Cancelled,Classic Cars,79,S12_3990,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,Not Applicable,WX1 6LT,UK,EMEA,Elizabeth Devon,Small
10266,35,76.61,15,6-Jul-04,2681.35,Shipped,Classic Cars,79,S12_3990,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Reggio Emilia,Not Applicable,42100,Italy,EMEA,Maurizio Moroni,Small
10276,38,83.79,4,2-Aug-04,3184.02,Shipped,Classic Cars,79,S12_3990,Online Mini Collectables,6175557555,7635 Spinnaker Dr.,Brickhaven,MA,58339,USA,NA,Miguel Barajas,Medium
10287,41,69.43,13,30-Aug-04,2846.63,Shipped,Classic Cars,79,S12_3990,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,Gensve,Not Applicable,1203,Switzerland,EMEA,Michael Holz,Small
10300,22,76.61,6,4-Oct-03,1685.42,Shipped,Classic Cars,79,S12_3990,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,Frankfurt,Not Applicable,60528,Germany,EMEA,Roland Keitel,Small
10310,49,81.4,11,16-Oct-04,3988.6,Shipped,Classic Cars,79,S12_3990,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,Koln,Not Applicable,50739,Germany,EMEA,Henriette Pfalzheim,Medium
10320,38,73.42,4,3-Nov-04,2789.96,Shipped,Classic Cars,79,S12_3990,"Volvo Model Replicas, Co",0921-12 3555,Berguvsv„gen  8,Lule,Not Applicable,S-958 22,Sweden,EMEA,Christina Berglund,Small
10329,33,100,14,15-Nov-04,3607.56,Shipped,Classic Cars,79,S12_3990,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,NY,10022,USA,NA,Kwai Yu,Medium
10341,36,93.56,10,24-Nov-04,3368.16,Shipped,Classic Cars,79,S12_3990,Salzburg Collectables,6562-9555,Geislweg 14,Salzburg,Not Applicable,5020,Austria,EMEA,Georg Pipps,Medium
10363,34,81.62,5,6-Jan-05,2775.08,Shipped,Classic Cars,79,S12_3990,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",Espoo,Not Applicable,FIN-02271,Finland,EMEA,Kalle Suominen,Small
10377,24,67.83,5,9-Feb-05,1627.92,Shipped,Classic Cars,79,S12_3990,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,Helsinki,Not Applicable,21240,Finland,EMEA,Matti Karttunen,Small
10389,36,70.26,7,3-Mar-05,2529.36,Shipped,Classic Cars,79,S12_3990,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,Boras,Not Applicable,S-844 67,Sweden,EMEA,Maria Larsson,Small
10419,34,90.17,14,17-May-05,3065.78,Shipped,Classic Cars,79,S12_3990,Salzburg Collectables,6562-9555,Geislweg 14,Salzburg,Not Applicable,5020,Austria,EMEA,Georg Pipps,Medium
10104,41,100,9,31-Jan-03,4615.78,Shipped,Trucks and Buses,118,S12_4473,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Not Applicable,28034,Spain,EMEA,Diego Freyre,Medium
10115,46,100,5,4-Apr-03,5723.78,Shipped,Trucks and Buses,118,S12_4473,Classic Legends Inc.,2125558493,5905 Pompton St.,NYC,NY,10022,USA,NA,Maria Hernandez,Medium
10127,24,100,11,3-Jun-03,2559.6,Shipped,Trucks and Buses,118,S12_4473,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,NY,10022,USA,NA,Jeff Young,Small
10141,21,100,5,1-Aug-03,2140.11,Shipped,Trucks and Buses,118,S12_4473,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",Espoo,Not Applicable,FIN-02271,Finland,EMEA,Kalle Suominen,Small
10151,24,100,3,21-Sep-03,3327.6,Shipped,Trucks and Buses,118,S12_4473,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,Oulu,Not Applicable,90110,Finland,EMEA,Pirkko Koskitalo,Medium
10165,48,100,12,22-Oct-03,6825.6,Shipped,Trucks and Buses,118,S12_4473,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Not Applicable,79903,Singapore,Japan,Eric Natividad,Medium
10175,26,100,1,6-Nov-03,3543.28,Shipped,Trucks and Buses,118,S12_4473,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,London,Not Applicable,WX3 6FW,UK,EMEA,Ann Brown,Medium
10184,37,100,6,14-Nov-03,4516.22,Shipped,Trucks and Buses,118,S12_4473,"Iberia Gift Imports, Corp.",(95) 555 82 82,"C/ Romero, 33",Sevilla,Not Applicable,41101,Spain,EMEA,Jose Pedro Roel,Medium
10195,49,100,6,25-Nov-03,6445.46,Shipped,Trucks and Buses,118,S12_4473,Mini Classics,9145554562,3758 North Pendale Street,White Plains,NY,24067,USA,NA,Steve Frick,Medium
10207,34,99.54,7,9-Dec-03,3384.36,Shipped,Trucks and Buses,118,S12_4473,Diecast Collectables,6175552555,6251 Ingle Ln.,Boston,MA,51003,USA,NA,Valarie Franco,Medium
10219,48,100,2,10-Feb-04,4891.68,Shipped,Trucks and Buses,118,S12_4473,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,Brisbane,CA,94217,USA,NA,Sue Taylor,Medium
10229,36,100,1,11-Mar-04,4521.96,Shipped,Trucks and Buses,118,S12_4473,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,NA,Valarie Nelson,Medium
10246,46,100,5,5-May-04,5069.66,Shipped,Trucks and Buses,118,S12_4473,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Not Applicable,28034,Spain,EMEA,Diego Freyre,Medium
10259,46,100,4,15-Jun-04,6541.2,Shipped,Trucks and Buses,118,S12_4473,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,Not Applicable,69045,Singapore,APAC,Wendy Victorino,Medium
10271,31,97.17,5,20-Jul-04,3012.27,Shipped,Trucks and Buses,118,S12_4473,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,NA,Valarie Nelson,Medium
10281,41,100,1,19-Aug-04,5247.18,Shipped,Trucks and Buses,118,S12_4473,Diecast Classics Inc.,2155551555,7586 Pompton St.,Allentown,PA,70267,USA,NA,Kyung Yu,Medium
10292,21,100,8,8-Sep-04,2214.87,Shipped,Trucks and Buses,118,S12_4473,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,NY,10022,USA,NA,Kwai Yu,Small
10305,38,100,5,13-Oct-04,4773.18,Shipped,Trucks and Buses,118,S12_4473,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Cambridge,MA,51247,USA,NA,Marta Hernandez,Medium
10314,45,100,14,22-Oct-04,6185.7,Shipped,Trucks and Buses,118,S12_4473,Heintze Collectables,86 21 3555,Smagsloget 45,Aaarhus,Not Applicable,8200,Denmark,EMEA,Palle Ibsen,Medium
10324,26,58.38,7,5-Nov-04,1517.88,Shipped,Trucks and Buses,118,S12_4473,Vitachrome Inc.,2125551500,2678 Kingston Rd.,NYC,NY,10022,USA,NA,Michael Frick,Small
10336,38,100,3,20-Nov-04,6372.6,Shipped,Trucks and Buses,118,S12_4473,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",Paris,Not Applicable,75012,France,EMEA,Marie Bertrand,Medium
10349,48,100,9,1-Dec-04,5232.96,Shipped,Trucks and Buses,118,S12_4473,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,NY,10022,USA,NA,Jeff Young,Medium
10358,42,64.16,9,10-Dec-04,2694.72,Shipped,Trucks and Buses,118,S12_4473,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Not Applicable,28034,Spain,EMEA,Diego Freyre,Small
10371,49,35.71,4,23-Jan-05,1749.79,Shipped,Trucks and Buses,118,S12_4473,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,NA,Valarie Nelson,Small
